"GAME_ID","AWAY_TEAM_ID","INN_CT","BAT_HOME_ID","OUTS_CT","BALLS_CT","STRIKES_CT","PITCH_SEQ_TX","AWAY_SCORE_CT","HOME_SCORE_CT","BAT_ID","BAT_HAND_CD","RESP_BAT_ID","RESP_BAT_HAND_CD","PIT_ID","PIT_HAND_CD","RESP_PIT_ID","RESP_PIT_HAND_CD","POS2_FLD_ID","POS3_FLD_ID","POS4_FLD_ID","POS5_FLD_ID","POS6_FLD_ID","POS7_FLD_ID","POS8_FLD_ID","POS9_FLD_ID","BASE1_RUN_ID","BASE2_RUN_ID","BASE3_RUN_ID","EVENT_TX","LEADOFF_FL","PH_FL","BAT_FLD_CD","BAT_LINEUP_ID","EVENT_CD","BAT_EVENT_FL","AB_FL","H_CD","SH_FL","SF_FL","EVENT_OUTS_CT","DP_FL","TP_FL","RBI_CT","WP_FL","PB_FL","FLD_CD","BATTEDBALL_CD","BUNT_FL","FOUL_FL","BATTEDBALL_LOC_TX","ERR_CT","ERR1_FLD_CD","ERR1_CD","ERR2_FLD_CD","ERR2_CD","ERR3_FLD_CD","ERR3_CD","BAT_DEST_ID","RUN1_DEST_ID","RUN2_DEST_ID","RUN3_DEST_ID","BAT_PLAY_TX","RUN1_PLAY_TX","RUN2_PLAY_TX","RUN3_PLAY_TX","RUN1_SB_FL","RUN2_SB_FL","RUN3_SB_FL","RUN1_CS_FL","RUN2_CS_FL","RUN3_CS_FL","RUN1_PK_FL","RUN2_PK_FL","RUN3_PK_FL","RUN1_RESP_PIT_ID","RUN2_RESP_PIT_ID","RUN3_RESP_PIT_ID","GAME_NEW_FL","GAME_END_FL","PR_RUN1_FL","PR_RUN2_FL","PR_RUN3_FL","REMOVED_FOR_PR_RUN1_ID","REMOVED_FOR_PR_RUN2_ID","REMOVED_FOR_PR_RUN3_ID","REMOVED_FOR_PH_BAT_ID","REMOVED_FOR_PH_BAT_FLD_CD","PO1_FLD_CD","PO2_FLD_CD","PO3_FLD_CD","ASS1_FLD_CD","ASS2_FLD_CD","ASS3_FLD_CD","ASS4_FLD_CD","ASS5_FLD_CD","EVENT_ID"
"LAN2024091601","NYN",4,0,0,1,0,"BX",0,1,"linsf101","?","linsf101","?","yamak101","?","yamak101","?","barnw101","freme101","hernk101","muncy101","outmj101","smitw101","bettm101","pagap101","","","","W","T","F",6,1,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,19
"LAN2024091601","NYN",4,0,0,0,0,"X",0,1,"almop101","?","almop101","?","yamak101","?","yamak101","?","barnw101","freme101","hernk101","muncy101","outmj101","smitw101","bettm101","pagap101","linsf101","","","S8.1-2","F","F",3,2,20,"T","T",1,"F","F",0,"F","F",0,"F","F",8,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","yamak101","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,20
"LAN2024091601","NYN",4,0,0,0,0,"X",0,1,"baezj101","?","baezj101","?","yamak101","?","yamak101","?","barnw101","freme101","hernk101","muncy101","outmj101","smitw101","bettm101","pagap101","almop101","linsf101","","E6.B-1","F","F",4,3,18,"T","T",0,"F","F",0,"F","F",0,"F","F",6,"G","F","F","",1,6,"F",0,"N",0,"N",1,1,2,0,"","","","","F","F","F","F","F","F","F","F","F","yamak101","yamak101","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,21
"LAN2024091601","NYN",4,0,0,2,0,"BBX",0,1,"mcneb101","?","mcneb101","?","yamak101","?","yamak101","?","barnw101","freme101","hernk101","muncy101","outmj101","smitw101","bettm101","pagap101","baezj101","linsf101","","8.2-H","F","F",5,4,2,"T","T",0,"F","F",1,"F","F",1,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,4,0,"8","","","","F","F","F","F","F","F","F","F","F","yamak101","yamak101","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,22
"LAN2024091601","NYN",4,0,1,0,0,"SX",1,1,"starm101","?","starm101","?","yamak101","?","yamak101","?","barnw101","freme101","hernk101","muncy101","outmj101","smitw101","bettm101","pagap101","baezj101","","","K","F","F",7,5,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"2","","","","F","F","F","F","F","F","F","F","F","yamak101","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,23
"LAN2024091601","NYN",4,0,2,0,0,"X",1,1,"vogtj101","?","vogtj101","?","yamak101","?","yamak101","?","barnw101","freme101","hernk101","muncy101","outmj101","smitw101","bettm101","pagap101","baezj101","","","4-3","F","F",9,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"4","","","","F","F","F","F","F","F","F","F","F","yamak101","","","F","F","F","F","F","","","","",0,4,0,0,0,0,0,0,0,24
"LAN2024091601","NYN",4,1,0,0,0,"X",1,1,"bettm101","?","bettm101","?","meyeh101","?","meyeh101","?","narva101","almop101","baezj101","mcneb101","linsf101","starm101","sengv101","vogtj101","","","","HR/F","T","F",8,1,23,"T","T",4,"F","F",0,"F","F",1,"F","F",0,"F","F","F","",0,0,"N",0,"N",0,"N",4,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,25
"LAN2024091601","NYN",4,1,0,0,0,"X",1,2,"freme101","?","freme101","?","meyeh101","?","meyeh101","?","narva101","almop101","baezj101","mcneb101","linsf101","starm101","sengv101","vogtj101","","","","S7","F","F",3,2,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,26
"LAN2024091601","NYN",4,1,0,0,0,"X",1,2,"smitw101","?","smitw101","?","meyeh101","?","meyeh101","?","narva101","almop101","baezj101","mcneb101","linsf101","starm101","sengv101","vogtj101","freme101","","","6-4-3","F","F",7,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"6","","","","F","F","F","F","F","F","F","F","F","meyeh101","","","F","F","F","F","F","","","","",0,6,0,0,0,0,0,0,0,27
"LAN2024091601","NYN",5,0,0,0,0,"X",1,2,"narva101","?","narva101","?","yamak101","?","yamak101","?","barnw101","freme101","hernk101","muncy101","outmj101","smitw101","bettm101","pagap101","","","","D7","T","F",2,7,21,"T","T",2,"F","F",0,"F","F",0,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",2,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,28
"LAN2024091601","NYN",5,0,0,0,0,".",1,2,"sengv101","?","sengv101","?","yamak101","?","yamak101","?","barnw101","freme101","hernk101","muncy101","outmj101","smitw101","bettm101","pagap101","","narva101","","SB3","F","F",8,8,4,"F","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,3,0,"","","","","F","T","F","F","F","F","F","F","F","","yamak101","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,29
"LAN2024091601","NYN",5,0,0,2,1,"BBX",1,2,"sengv101","?","sengv101","?","yamak101","?","yamak101","?","barnw101","freme101","hernk101","muncy101","outmj101","smitw101","bettm101","pagap101","","","narva101","K","F","F",8,8,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,3,"2","","","","F","F","F","F","F","F","F","F","F","","","yamak101","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,30
"LAN2024091601","NYN",5,0,1,0,0,"X",1,2,"meyeh101","?","meyeh101","?","yamak101","?","yamak101","?","barnw101","freme101","hernk101","muncy101","outmj101","smitw101","bettm101","pagap101","","","narva101","5-3","F","F",1,9,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,3,"5","","","","F","F","F","F","F","F","F","F","F","","","yamak101","F","F","F","F","F","","","","",0,5,0,0,0,0,0,0,0,31
"LAN2024091601","NYN",5,1,0,1,0,"BX",1,2,"muncy101","?","muncy101","?","meyeh101","?","meyeh101","?","narva101","almop101","baezj101","mcneb101","linsf101","starm101","sengv101","vogtj101","","","","S9","T","F",5,4,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,32
"LAN2024091601","NYN",5,1,0,0,0,"X",1,2,"pagap101","?","pagap101","?","meyeh101","?","meyeh101","?","narva101","almop101","baezj101","mcneb101","linsf101","starm101","sengv101","vogtj101","muncy101","","","8","F","F",9,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"8","","","","F","F","F","F","F","F","F","F","F","meyeh101","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,33
"LAN2024091601","NYN",5,1,1,0,0,"X",1,2,"hernk101","?","hernk101","?","meyeh101","?","meyeh101","?","narva101","almop101","baezj101","mcneb101","linsf101","starm101","sengv101","vogtj101","muncy101","","","4-3","F","F",4,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"4","","","","F","F","F","F","F","F","F","F","F","meyeh101","","","F","F","F","F","F","","","","",0,4,0,0,0,0,0,0,0,34
"LAN2024091601","NYN",6,0,0,0,0,"X",1,2,"linsf101","?","linsf101","?","yamak101","?","yamak101","?","barnw101","freme101","hernk101","muncy101","outmj101","smitw101","bettm101","pagap101","","","","T9","T","F",6,1,22,"T","T",3,"F","F",0,"F","F",0,"F","F",9,"","F","F","",0,0,"N",0,"N",0,"N",3,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,35
"LAN2024091601","NYN",6,0,0,0,0,"X",1,2,"almop101","?","almop101","?","yamak101","?","yamak101","?","barnw101","freme101","hernk101","muncy101","outmj101","smitw101","bettm101","pagap101","","","linsf101","6-3.3-H","F","F",3,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,3,"6","","","","F","F","F","F","F","F","F","F","F","","","yamak101","F","F","F","F","F","","","","",0,6,0,0,0,0,0,0,0,36
"LAN2024091601","NYN",6,0,1,0,0,"X",1,2,"baezj101","?","baezj101","?","yamak101","?","yamak101","?","barnw101","freme101","hernk101","muncy101","outmj101","smitw101","bettm101","pagap101","","","linsf101","8","F","F",4,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,3,"8","","","","F","F","F","F","F","F","F","F","F","","","yamak101","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,37
"LAN2024091601","NYN",6,1,0,0,0,"BX",1,2,"outmj101","?","outmj101","?","meyeh101","?","meyeh101","?","narva101","almop101","baezj101","mcneb101","linsf101","starm101","sengv101","vogtj101","","","","W","T","F",6,7,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,38
"LAN2024091601","NYN",6,1,0,0,0,"X",1,2,"barnw101","?","barnw101","?","meyeh101","?","meyeh101","?","narva101","almop101","baezj101","mcneb101","linsf101","starm101","sengv101","vogtj101","outmj101","","","S7.1-3","F","F",2,8,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",1,3,0,0,"","","","","F","F","F","F","F","F","F","F","F","meyeh101","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,39
"LAN2024091601","NYN",6,1,0,0,0,"X",1,2,"yamak101","?","yamak101","?","meyeh101","?","meyeh101","?","narva101","almop101","baezj101","mcneb101","linsf101","starm101","sengv101","vogtj101","barnw101","","outmj101","3","F","F",1,9,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,0,3,"3","","","","F","F","F","F","F","F","F","F","F","meyeh101","","meyeh101","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,40
"LAN2024091601","NYN",7,0,0,0,0,"SX",1,2,"mcneb101","?","mcneb101","?","yamak101","?","yamak101","?","barnw101","freme101","hernk101","muncy101","outmj101","smitw101","bettm101","pagap101","","","","K","T","F",5,4,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,41
"LAN2024091601","NYN",7,0,1,1,0,"BX",1,2,"starm101","?","starm101","?","yamak101","?","yamak101","?","barnw101","freme101","hernk101","muncy101","outmj101","smitw101","bettm101","pagap101","","","","W","F","F",7,5,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,42
"LAN2024091601","NYN",7,0,1,0,0,"X",1,2,"vogtj101","?","vogtj101","?","yamak101","?","yamak101","?","barnw101","freme101","hernk101","muncy101","outmj101","smitw101","bettm101","pagap101","starm101","","","CS2(26)","F","F",9,6,6,"F","F",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"","26","","","F","F","F","T","F","F","F","F","F","yamak101","","","F","F","F","F","F","","","","",0,6,0,0,2,0,0,0,0,43
"LAN2024091601","NYN",7,0,2,0,0,"X",1,2,"narva101","?","narva101","?","yamak101","?","yamak101","?","barnw101","freme101","hernk101","muncy101","outmj101","smitw101","bettm101","pagap101","","","","8","F","F",2,7,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,44
"LAN2024091601","NYN",7,1,0,0,0,"X",1,2,"bettm101","?","bettm101","?","meyeh101","?","meyeh101","?","narva101","almop101","baezj101","mcneb101","linsf101","starm101","sengv101","vogtj101","","","","S8","T","F",8,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",8,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,45
"LAN2024091601","NYN",7,1,0,0,0,".",1,2,"freme101","?","freme101","?","meyeh101","?","meyeh101","?","narva101","almop101","baezj101","mcneb101","linsf101","starm101","sengv101","vogtj101","bettm101","","","SB2","F","F",3,2,4,"F","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,2,0,0,"","","","","T","F","F","F","F","F","F","F","F","meyeh101","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,46
"LAN2024091601","NYN",7,1,0,0,0,"X",1,2,"smitw101","?","smitw101","?","meyeh101","?","meyeh101","?","narva101","almop101","baezj101","mcneb101","linsf101","starm101","sengv101","vogtj101","","bettm101","","5-3","F","F",7,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"5","","","","F","F","F","F","F","F","F","F","F","","meyeh101","","F","F","F","F","F","","","","",0,5,0,0,0,0,0,0,0,47
"LAN2024091601","NYN",8,0,0,0,0,"X",1,2,"sengv101","?","sengv101","?","yamak101","?","yamak101","?","barnw101","freme101","hernk101","muncy101","outmj101","smitw101","bettm101","pagap101","","","","HR","T","F",8,8,23,"T","T",4,"F","F",0,"F","F",1,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",4,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,48
"LAN2024091601","NYN",8,0,0,1,0,"BX",2,2,"meyeh101","?","meyeh101","?","yamak101","?","yamak101","?","barnw101","freme101","hernk101","muncy101","outmj101","smitw101","bettm101","pagap101","","","","W","F","F",1,9,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,49
